PeakID (cmd=annotatePeaks.pl ESR1_T2E.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_3869	chr4	7775406	7775811	+	55.84	NA	non-coding (NR_026892, exon 2 of 2)	NA	19791	NR_026892	84740	Hs.663029	NM_032654	ENSG00000272620	AFAP1-AS1	AFAP1-AS|AFAP1AS	AFAP1 antisense RNA 1	ncRNA
MACS_peak_5044	chr9	73092929	73093335	+	55.76	NA	Intergenic	NA	-63559	NM_001206	687	Hs.150557	NM_001206	ENSG00000119138	KLF9	BTEB|BTEB1	Kruppel like factor 9	protein-coding
MACS_peak_364	chr1	203028238	203028780	+	55.74	NA	intron (NM_001304331, intron 20 of 29)	NA	-24414	NR_160550	114004358		NR_160550		MYOPARR	-	myogenin promoter associated myogenic regulatory antisense long non coding RNA	ncRNA
MACS_peak_1457	chr14	73393286	73393795	+	55.71	NA	intron (NM_181340, intron 1 of 12)	NA	368	NM_001352447	26094	Hs.331491	NM_015604	ENSG00000119599	DCAF4	WDR21|WDR21A	DDB1 and CUL4 associated factor 4	protein-coding
MACS_peak_2234	chr17	59800308	59805294	+	55.70	NA	intron (NM_032043, intron 16 of 19)	NA	-134221	NM_199290	342538	Hs.591178	NM_199290	ENSG00000253506	NACA2	ANAC|NACAL	nascent polypeptide associated complex subunit alpha 2	protein-coding
MACS_peak_4570	chr7	41547351	41547873	+	55.69	NA	Intergenic	NA	-185905	NR_027119	285954	Hs.656869	NR_027118	ENSG00000224116	INHBA-AS1	-	INHBA antisense RNA 1	ncRNA
MACS_peak_3611	chr3	60093431	60093953	+	55.69	NA	intron (NM_001354589, intron 5 of 8)	NA	-27057	NR_135491	2272	Hs.655995	NM_002012	ENSG00000189283	FHIT	AP3Aase|FRA3B	fragile histidine triad diadenosine triphosphatase	protein-coding
MACS_peak_2913	chr2	170202271	170202650	+	55.63	NA	intron (NM_004525, intron 1 of 78)	NA	16584	NM_004525	4036	Hs.657729	NM_004525	ENSG00000081479	LRP2	DBS|GP330|LRP-2	LDL receptor related protein 2	protein-coding
MACS_peak_2804	chr2	107577155	107577608	+	55.62	NA	Intergenic	NA	-73816	NM_032528	84620	Hs.98265	NM_032528	ENSG00000144057	ST6GAL2	SIAT2|ST6GalII	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	protein-coding
MACS_peak_974	chr11	101049008	101049552	+	55.61	NA	Intergenic	NA	-48736	NM_001271162	5241	Hs.32405	NM_000926	ENSG00000082175	PGR	NR3C3|PR	progesterone receptor	protein-coding
MACS_peak_2614	chr2	5270993	5271537	+	55.61	NA	Intergenic	NA	559985	NR_110580	102723818	Hs.128107	NR_110580		LINC01248	-	long intergenic non-protein coding RNA 1248	ncRNA
MACS_peak_893	chr11	70413777	70414392	+	55.56	NA	intron (NM_133266, intron 2 of 10)	NA	-63115	NR_046567	100874198	Hs.656610	NR_046567	ENSG00000226627	SHANK2-AS1	-	SHANK2 antisense RNA 1	ncRNA
MACS_peak_3978	chr4	141251520	141251873	+	55.55	NA	intron (NR_033939, intron 2 of 4)	NA	-12901	NM_001153446	60592	Hs.480815	NM_032547	ENSG00000153130	SCOC	HRIHFB2072|SCOCO|UNC-69	short coiled-coil protein	protein-coding
MACS_peak_3732	chr3	151743752	151744171	+	55.55	NA	Intergenic	NA	-97998	NR_110202	101928142	Hs.680207	NR_110202		AADACL2-AS1	-	AADACL2 antisense RNA 1	ncRNA
MACS_peak_5125	chr9	109714969	109715489	+	55.51	NA	intron (NM_001347997, intron 7 of 12)	NA	89782	NM_021224	58499	Hs.370379	NM_021224	ENSG00000148143	ZNF462	ZFPIP|Zfp462	zinc finger protein 462	protein-coding
MACS_peak_102	chr1	32370696	32371225	+	55.44	NA	Intergenic	NA	32459	NM_001369858	8073	Hs.470477	NM_003479	ENSG00000184007	PTP4A2	HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b	protein tyrosine phosphatase 4A2	protein-coding
MACS_peak_5163	chr9	124031140	124031947	+	55.41	NA	promoter-TSS (NM_001353062)	NA	-660	NM_001353062	2934	Hs.522373	NM_000177	ENSG00000148180	GSN	ADF|AGEL	gelsolin	protein-coding
MACS_peak_5114	chr9	98771997	98772523	+	55.40	NA	intron (NM_020207, intron 18 of 18)	NA	11833	NR_024129	100188953	Hs.434310	NR_024129	ENSG00000225194	LINC00092	NCRNA00092	long intergenic non-protein coding RNA 92	ncRNA
MACS_peak_919	chr11	73849644	73850056	+	55.39	NA	exon (NM_001286577, exon 5 of 33)	NA	32197	NM_015531	26005	Hs.557938	NM_015531	ENSG00000168014	C2CD3	OFD14	C2 domain containing 3 centriole elongation regulator	protein-coding
MACS_peak_2790	chr2	101179047	101179587	+	55.38	NA	promoter-TSS (NM_024065)	NA	-138	NM_024065	79031	Hs.469459	NM_024065	ENSG00000115539	PDCL3	HTPHLP|PHLP2A|PHLP3|VIAF|VIAF1	phosducin like 3	protein-coding
MACS_peak_4634	chr7	84158655	84159275	+	55.38	NA	Intergenic	NA	-2827	NR_110080	101927378	Hs.539042	NR_110079	ENSG00000235139	LOC101927378	-	uncharacterized LOC101927378	ncRNA
MACS_peak_2748	chr2	74499097	74499619	+	55.35	NA	intron (NM_021196, intron 3 of 25)	NA	42794	NM_021196	57835	Hs.594099	NM_021196	ENSG00000188687	SLC4A5	NBC4|NBCe2	solute carrier family 4 member 5	protein-coding
MACS_peak_4987	chr8	144417013	144417632	+	55.35	NA	promoter-TSS (NM_052963)	NA	-272	NM_052963	116447	Hs.528574	NM_052963	ENSG00000184428	TOP1MT	-	DNA topoisomerase I mitochondrial	protein-coding
MACS_peak_1436	chr14	67908014	67908536	+	55.35	NA	TTS (NR_049879)	NA	372	NR_049879	100847064		NR_049879	ENSG00000265993	MIR5694	-	microRNA 5694	ncRNA
MACS_peak_380	chr1	207016893	207017546	+	55.34	NA	TTS (NM_013371)	NA	9525	NM_001369605	29949	Hs.661017	NM_013371	ENSG00000142224	IL19	IL-10C|MDA1|NG.1|ZMDA1	interleukin 19	protein-coding
MACS_peak_530	chr10	37157099	37157626	+	55.33	NA	Intergenic	NA	-257423	NM_052997	91074	Hs.373787	NM_052997	ENSG00000148513	ANKRD30A	NY-BR-1	ankyrin repeat domain 30A	protein-coding
MACS_peak_1842	chr16	1623170	1623701	+	55.31	NA	intron (NM_014714, intron 13 of 30)	NA	-7093	NR_135176	105371046	Hs.663325	NR_135176	ENSG00000260989	LOC105371046	-	uncharacterized LOC105371046	ncRNA
MACS_peak_2238	chr17	60877982	60878375	+	55.31	NA	intron (NM_152598, intron 2 of 10)	NA	5823	NM_001100875	162333	Hs.665663	NM_152598	ENSG00000173838	MARCH10	MARCH-X|RNF190	membrane associated ring-CH-type finger 10	protein-coding
MACS_peak_3148	chr20	48532739	48533368	+	55.27	NA	promoter-TSS (NM_006038)	NA	694	NR_134564	105372653	Hs.589895	NR_134564		LOC105372653	-	uncharacterized LOC105372653	ncRNA
MACS_peak_5240	chr9	138285661	138286388	+	55.26	NA	Intergenic	NA	50929	NM_173520	157927	Hs.559511	NM_173520		C9orf62	-	chromosome 9 open reading frame 62	protein-coding
MACS_peak_3974	chr4	141072151	141072923	+	55.25	NA	intron (NM_018717, intron 1 of 4)	NA	2801	NM_018717	55534	Hs.586165	NM_018717	ENSG00000196782	MAML3	CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3|mam-3	mastermind like transcriptional coactivator 3	protein-coding
MACS_peak_3618	chr3	61727005	61727829	+	55.20	NA	intron (NM_002841, intron 1 of 29)	NA	180172	NM_002841	5793	Hs.595541	NM_002841	ENSG00000144724	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase receptor type G	protein-coding
MACS_peak_4442	chr6	128919659	128920145	+	55.17	NA	Intergenic	NA	-78158	NM_001291984	5796	Hs.155919	NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
MACS_peak_1669	chr15	54783048	54783653	+	55.17	NA	intron (NM_001080534, intron 17 of 30)	NA	478505	NM_001080534	440279	Hs.657273	NM_001080534	ENSG00000137766	UNC13C	-	unc-13 homolog C	protein-coding
MACS_peak_3349	chr21	47620745	47621213	+	55.17	NA	intron (NM_001001438, intron 17 of 22)	NA	-6906	NR_145780	109623452		NR_145780		SNORD159	-	small nucleolar RNA, C/D box 159	snoRNA
MACS_peak_1856	chr16	2390700	2391333	+	55.15	NA	promoter-TSS (NR_003574)	NA	93	NR_003574	650655	Hs.376281	NR_003574	ENSG00000238098	ABCA17P	ABCA17	ATP binding cassette subfamily A member 17, pseudogene	pseudo
MACS_peak_1154	chr12	96247429	96247823	+	55.10	NA	intron (NR_135014, intron 1 of 2)	NA	4991	NR_135014	105369921	Hs.125549	NR_135014	ENSG00000258343	LOC105369921	-	uncharacterized LOC105369921	ncRNA
MACS_peak_2426	chr19	1315890	1316314	+	55.09	NA	Intergenic	NA	30230	NM_001405	1943		NM_001405	ENSG00000099617	EFNA2	ELF-1|EPLG6|HEK7-L|LERK-6|LERK6	ephrin A2	protein-coding
MACS_peak_4603	chr7	64280575	64281277	+	55.03	NA	intron (NR_073391, intron 4 of 4)	NA	26120	NM_001367577	7697	Hs.184080	NM_006524	ENSG00000197008	ZNF138	pHZ-32	zinc finger protein 138	protein-coding
MACS_peak_4441	chr6	128664930	128665418	+	55.03	NA	intron (NM_001291981, intron 2 of 32)	NA	176570	NM_001291983	5796	Hs.155919	NM_002844	ENSG00000152894	PTPRK	R-PTP-kappa	protein tyrosine phosphatase receptor type K	protein-coding
MACS_peak_2309	chr17	80342638	80343364	+	55.00	NA	Intergenic	NA	10848	NM_018949	2837	Hs.192720	NM_018949	ENSG00000181408	UTS2R	GPR14|UR-2-R|UTR|UTR2	urotensin 2 receptor	protein-coding
MACS_peak_3169	chr20	50332457	50332927	+	54.99	NA	intron (NM_006045, intron 3 of 27)	NA	52237	NM_006045	10079	Hs.649234	NM_006045	ENSG00000054793	ATP9A	ATPIIA	ATPase phospholipid transporting 9A (putative)	protein-coding
MACS_peak_894	chr11	70478520	70478995	+	54.96	NA	intron (NR_046567, intron 2 of 2)	NA	1558	NR_046567	100874198	Hs.656610	NR_046567	ENSG00000226627	SHANK2-AS1	-	SHANK2 antisense RNA 1	ncRNA
MACS_peak_4653	chr7	98898840	98899329	+	54.96	NA	Intergenic	NA	-24412	NM_001190996	10552	Hs.124126	NM_006409	ENSG00000241685	ARPC1A	Arc40|HEL-68|HEL-S-307|SOP2Hs|SOP2L	actin related protein 2/3 complex subunit 1A	protein-coding
MACS_peak_1787	chr15	89672745	89673436	+	54.94	NA	intron (NM_007011, intron 7 of 14)	NA	41403	NM_152924	11057	Hs.122337	NM_007011	ENSG00000140526	ABHD2	HS1-2|LABH2|PHPS1-2	abhydrolase domain containing 2	protein-coding
MACS_peak_3517	chr3	12416760	12417524	+	54.94	NA	intron (NM_015869, intron 1 of 6)	NA	24141	NM_015869	5468	Hs.162646	NM_005037	ENSG00000132170	PPARG	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	peroxisome proliferator activated receptor gamma	protein-coding
MACS_peak_4816	chr8	37424346	37425140	+	54.94	NA	Intergenic	NA	-45839	NR_121621	100507420	Hs.105962	NR_121620		LINC01605	LincDUSP	long intergenic non-protein coding RNA 1605	ncRNA
MACS_peak_5169	chr9	125816891	125817438	+	54.94	NA	intron (NM_012197, intron 13 of 25)	NA	21242	NM_005294	2844	Hs.722039	NM_005294	ENSG00000011454	GPR21	-	G protein-coupled receptor 21	protein-coding
MACS_peak_629	chr10	81965580	81966035	+	54.85	NA	promoter-TSS (NM_001278409)	NA	-243	NM_001278407	311	Hs.530291	NM_001157	ENSG00000122359	ANXA11	ALS23|ANX11|CAP-50|CAP50	annexin A11	protein-coding
MACS_peak_5332	chrX	109645233	109645742	+	54.80	NA	intron (NM_001171689, intron 2 of 7)	NA	-16798	NM_020769	57529	Hs.201071	NM_020769	ENSG00000243978	RTL9	MAR9|MART9|RGAG1|SIRH10	retrotransposon Gag like 9	protein-coding
MACS_peak_4113	chr5	72809473	72809889	+	54.79	NA	Intergenic	NA	15431	NM_001207	689	Hs.591768	NM_001207	ENSG00000145741	BTF3	BETA-NAC|BTF3a|BTF3b|NACB	basic transcription factor 3	protein-coding
MACS_peak_4874	chr8	96705439	96705857	+	54.75	NA	intron (NR_038205, intron 2 of 2)	NA	254928	NR_036611	100500773	Hs.741582	NR_036611		LOC100500773	-	serine and arginine rich splicing factor 3 pseudogene	pseudo
MACS_peak_92	chr1	30870946	30871486	+	54.73	NA	Intergenic	NA	-320403	NR_034182	100129196	Hs.659751	NR_034182	ENSG00000186056	MATN1-AS1	-	MATN1 antisense RNA 1	ncRNA
MACS_peak_201	chr1	108479051	108479828	+	54.73	NA	intron (NM_006113, intron 1 of 26)	NA	-27626	NR_046653	100873946	Hs.568676	NR_046653	ENSG00000230489	VAV3-AS1	-	VAV3 antisense RNA 1	ncRNA
MACS_peak_4963	chr8	133949588	133950111	+	54.73	NA	intron (NM_003235, intron 25 of 47)	NA	70646	NM_003235	7038	Hs.654591	NM_003235	ENSG00000042832	TG	AITD3|TGN	thyroglobulin	protein-coding
MACS_peak_3146	chr20	48469045	48469754	+	54.72	NA	intron (NM_015266, intron 7 of 15)	NA	-10997	NR_162136	113219455		NR_162136		MIR12122	-	microRNA 12122	ncRNA
MACS_peak_3122	chr20	46430059	46430776	+	54.72	NA	Intergenic	NA	-15057	NM_198596	55959	Hs.162016	NM_018837	ENSG00000196562	SULF2	HSULF-2	sulfatase 2	protein-coding
MACS_peak_1139	chr12	84858647	84859183	+	54.69	NA	Intergenic	NA	447663	NM_182767	55117	Hs.44424	NM_018057	ENSG00000072041	SLC6A15	NTT73|SBAT1|V7-3|hv7-3	solute carrier family 6 member 15	protein-coding
MACS_peak_3671	chr3	108299765	108300296	+	54.66	NA	intron (NM_020890, intron 5 of 20)	NA	8255	NM_020890	57650	Hs.591308	NM_020890	ENSG00000163507	CIP2A	KIAA1524|p90	cell proliferation regulating inhibitor of protein phosphatase 2A	protein-coding
MACS_peak_3063	chr20	26188700	26189497	+	54.64	NA	promoter-TSS (NR_030386)	NA	-184	NR_030386	724033		NR_030386	ENSG00000284419	MIR663A	MIR663|MIRN663|hsa-mir-663|hsa-mir-663a|mir-663a	microRNA 663a	ncRNA
MACS_peak_1688	chr15	63287632	63288198	+	54.58	NA	Intergenic	NA	-47031	NM_001018006	7168	Hs.133892	NM_000366	ENSG00000140416	TPM1	C15orf13|CMD1Y|CMH3|HEL-S-265|HTM-alpha|LVNC9|TMSA	tropomyosin 1	protein-coding
MACS_peak_2004	chr16	75648162	75648705	+	54.53	NA	intron (NM_012091, intron 6 of 10)	NA	8746	NM_001324444	23536	Hs.729312	NM_012091	ENSG00000065457	ADAT1	HADAT1	adenosine deaminase tRNA specific 1	protein-coding
MACS_peak_174	chr1	57253911	57254401	+	54.48	NA	intron (NM_001004303, intron 3 of 19)	NA	30921	NM_001004303	199920	Hs.437655	NM_001004303	ENSG00000187889	FYB2	ARAP|C1orf168	FYN binding protein 2	protein-coding
MACS_peak_222	chr1	112281836	112282375	+	54.48	NA	promoter-TSS (NR_038951)	NA	-88	NM_019099	55924	Hs.193406	NM_019099	ENSG00000197852	INKA2	C1orf183|FAM212B	inka box actin regulator 2	protein-coding
MACS_peak_3983	chr4	141649163	141649594	+	54.48	NA	intron (NM_015130, intron 1 of 20)	NA	28161	NM_015130	23158	Hs.480819	NM_015130	ENSG00000109436	TBC1D9	GRAMD9|MDR1	TBC1 domain family member 9	protein-coding
MACS_peak_3939	chr4	92686421	92686843	+	54.42	NA	Intergenic	NA	511821	NR_125920	101929194	Hs.626389	NR_125920		LNCPRESS2	-	lncRNA p53 regulated and ESC associated 2	ncRNA
MACS_peak_3745	chr3	158844162	158844699	+	54.36	NA	intron (NM_001197114, intron 1 of 9)	NA	57322	NM_001042706	654502	Hs.570685	NM_001042705	ENSG00000214216	IQCJ	-	IQ motif containing J	protein-coding
MACS_peak_311	chr1	178974498	178975039	+	54.34	NA	Intergenic	NA	-20171	NM_001324310	9917	Hs.5737	NM_014864	ENSG00000116199	FAM20B	gxk1	FAM20B glycosaminoglycan xylosylkinase	protein-coding
MACS_peak_4621	chr7	75623440	75624162	+	54.32	NA	intron (NR_156695, intron 1 of 10)	NA	112	NM_001317803	83862	Hs.488835	NM_031925	ENSG00000189077	TMEM120A	NET29|TMPIT	transmembrane protein 120A	protein-coding
MACS_peak_4131	chr5	102369843	102370327	+	54.31	NA	Intergenic	NA	85757	NR_134299	54826	Hs.24088	NM_017676	ENSG00000145723	GIN1	GIN-1|TGIN1|ZH2C2	gypsy retrotransposon integrase 1	protein-coding
MACS_peak_3059	chr20	24998833	24999503	+	54.29	NA	intron (NM_001252677, intron 7 of 11)	NA	14174	NM_001252676	84532	Hs.529353	NM_032501	ENSG00000154930	ACSS1	ACAS2L|ACECS1|AceCS2L	acyl-CoA synthetase short chain family member 1	protein-coding
MACS_peak_1160	chr12	98293407	98293949	+	54.27	NA	Intergenic	NA	39221	NR_039716	100616287		NR_039716	ENSG00000265861	MIR4495	-	microRNA 4495	ncRNA
MACS_peak_933	chr11	76499393	76500039	+	54.26	NA	intron (NM_001318478, intron 1 of 1)	NA	-3080	NM_001318477	25987	Hs.8361	NM_015516	ENSG00000182704	TSKU	E2IG4|LRRC54|TSK	tsukushi, small leucine rich proteoglycan	protein-coding
MACS_peak_2038	chr16	84862800	84863434	+	54.22	NA	intron (NM_031476, intron 1 of 14)	NA	9526	NM_031476	83716	Hs.513779	NM_031476	ENSG00000103196	CRISPLD2	CRISP11|LCRISP2|LGL1	cysteine rich secretory protein LCCL domain containing 2	protein-coding
MACS_peak_1973	chr16	68106332	68106875	+	54.21	NA	intron (NM_001271762, intron 11 of 15)	NA	-12670	NM_173163	4775	Hs.436585	NM_004555	ENSG00000072736	NFATC3	NF-AT4c|NFAT4|NFATX	nuclear factor of activated T cells 3	protein-coding
MACS_peak_944	chr11	78764047	78764509	+	54.20	NA	intron (NM_001098816, intron 6 of 33)	NA	348875	NR_030598	100126333		NR_030598	ENSG00000211997	MIR708	MIRN708|hsa-mir-708	microRNA 708	ncRNA
MACS_peak_1632	chr15	38832662	38833086	+	54.19	NA	intron (NM_005739, intron 2 of 16)	NA	24141	NM_005739	10125	Hs.591127	NM_005739	ENSG00000172575	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|RASGRP	RAS guanyl releasing protein 1	protein-coding
MACS_peak_2739	chr2	70612224	70612629	+	54.15	NA	Intergenic	NA	-83227	NM_001329753	84908	Hs.516077	NM_032822	ENSG00000035141	FAM136A	-	family with sequence similarity 136 member A	protein-coding
MACS_peak_3258	chr21	33062293	33062851	+	54.13	NA	intron (NM_020706, intron 15 of 19)	NA	30637	NM_000454	6647	Hs.443914	NM_000454	ENSG00000142168	SOD1	ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer	superoxide dismutase 1	protein-coding
MACS_peak_4396	chr6	90219302	90219728	+	54.09	NA	intron (NM_014942, intron 1 of 15)	NA	-52522	NM_001242811	22881	Hs.702213	NM_014942	ENSG00000135299	ANKRD6	-	ankyrin repeat domain 6	protein-coding
MACS_peak_4426	chr6	120172678	120172987	+	54.07	NA	Intergenic	NA	-163493	NR_036098	100422951		NR_036098	ENSG00000265725	MIR3144	mir-3144	microRNA 3144	ncRNA
MACS_peak_496	chr10	27276808	27277162	+	54.07	NA	Intergenic	NA	-46055	NR_026795	387644	Hs.529965	NR_026795	ENSG00000283709	FAM238C	C10orf51|LINC00202|LINC00202-1|NCRNA00202|bB27G4.1	family with sequence similarity 238 member C	ncRNA
MACS_peak_5366	chrY	13485231	13486452	+	54.05	NA	Intergenic	NA	1047548	NR_033667	352887	Hs.546221	NR_033667	ENSG00000206159	GYG2P1	GYG2P	glycogenin 2 pseudogene 1	pseudo
MACS_peak_513	chr10	30151900	30152285	+	54.02	NA	Intergenic	NA	-126227	NM_001323599	6840	Hs.499209	NM_003174	ENSG00000197321	SVIL	-	supervillin	protein-coding
MACS_peak_3249	chr21	30547846	30548354	+	53.99	NA	3' UTR (NM_001371372, exon 5 of 5)	NA	-17715	NR_027072	193629	Hs.720711	NM_138968	ENSG00000215533	LINC00189	C21orf109|NCRNA00189	long intergenic non-protein coding RNA 189	ncRNA
MACS_peak_4904	chr8	103492124	103492561	+	53.96	NA	Intergenic	NA	-67414	NM_015902	51366	Hs.492445	NM_015902	ENSG00000104517	UBR5	DD5|EDD|EDD1|HYD	ubiquitin protein ligase E3 component n-recognin 5	protein-coding
MACS_peak_2363	chr18	29925511	29926032	+	53.92	NA	intron (NM_001242409, intron 2 of 5)	NA	125074	NM_001242409	64762	Hs.444314	NM_022751	ENSG00000141441	GAREM1	C18orf11|FAM59A|GAREM|Gm944	GRB2 associated regulator of MAPK1 subtype 1	protein-coding
MACS_peak_3036	chr20	17876883	17877520	+	53.88	NA	Intergenic	NA	66388	NR_003045	692086	Hs.680747	NR_003045	ENSG00000212232	SNORD17	HBI-43	small nucleolar RNA, C/D box 17	snoRNA
MACS_peak_338	chr1	189709891	189710275	+	53.87	NA	Intergenic	NA	735057	NM_001317188	339479	Hs.65765	NM_199051	ENSG00000162670	BRINP3	DBCCR1L|DBCCR1L1|FAM5C	BMP/retinoic acid inducible neural specific 3	protein-coding
MACS_peak_241	chr1	147084215	147084936	+	53.82	NA	intron (NM_004326, intron 4 of 9)	NA	58071	NM_016361	51205	Hs.562154	NM_016361	ENSG00000162836	ACP6	ACPL1|LPAP|PACPL1	acid phosphatase 6, lysophosphatidic	protein-coding
MACS_peak_518	chr10	30971207	30971649	+	53.79	NA	Intergenic	NA	-9775	NR_036438	645954	Hs.408581	NR_036438		SVIL2P	SVILP1	supervillin family member 2, pseudogene	pseudo
MACS_peak_531	chr10	38785620	38786126	+	53.78	NA	Intergenic	NA	68799	NR_024497	399744	Hs.497951	NM_001013665		LINC00999	-	long intergenic non-protein coding RNA 999	ncRNA
MACS_peak_4648	chr7	98245592	98246098	+	53.78	NA	promoter-TSS (NM_002523)	NA	-752	NM_002523	4885	Hs.3281	NM_002523	ENSG00000106236	NPTX2	NARP|NP-II|NP2	neuronal pentraxin 2	protein-coding
MACS_peak_2768	chr2	95682510	95682977	+	53.72	NA	Intergenic	NA	-8657	NM_022440	4118	Hs.80395	NM_002371	ENSG00000172005	MAL	MVP17|VIP17	mal, T cell differentiation protein	protein-coding
MACS_peak_3514	chr3	10840537	10840968	+	53.69	NA	Intergenic	NA	-17161	NM_001317406	6538	Hs.655078	NM_014229	ENSG00000132164	SLC6A11	GAT-3|GAT3|GAT4	solute carrier family 6 member 11	protein-coding
MACS_peak_2721	chr2	62292180	62292611	+	53.69	NA	intron (NM_001321781, intron 2 of 2)	NA	-130855	NM_006577	10678	Hs.173203	NM_006577	ENSG00000170340	B3GNT2	3-Gn-T1|3-Gn-T2|B3GN-T2|B3GNT|B3GNT-2|B3GNT1|BETA3GNT|BGNT2|BGnT-2|beta-1|beta3Gn-T1|beta3Gn-T2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	protein-coding
MACS_peak_2035	chr16	84613320	84613866	+	53.64	NA	intron (NM_021149, intron 3 of 3)	NA	38091	NM_021149	23406	Hs.289092	NM_021149	ENSG00000103187	COTL1	CLP	coactosin like F-actin binding protein 1	protein-coding
MACS_peak_1613	chr14	105947937	105948580	+	53.64	NA	Intergenic	NA	4678	NR_073085	1397	Hs.534309	NM_001312	ENSG00000182809	CRIP2	CRIP|CRP2|ESP1	cysteine rich protein 2	protein-coding
MACS_peak_2474	chr19	13068022	13068769	+	53.61	NA	promoter-TSS (NM_052850)	NA	-358	NM_052850	90480	Hs.515164	NM_052850	ENSG00000179271	GADD45GIP1	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1	GADD45G interacting protein 1	protein-coding
MACS_peak_4680	chr7	105705431	105705997	+	53.60	NA	Intergenic	NA	47044	NM_182715	6856	Hs.80919	NM_006754	ENSG00000008282	SYPL1	H-SP1|SYPL	synaptophysin like 1	protein-coding
MACS_peak_1744	chr15	74316981	74317522	+	53.56	NA	exon (NM_033238, exon 4 of 9)	NA	30194	NM_033247	5371	Hs.526464	NM_002675	ENSG00000140464	PML	MYL|PP8675|RNF71|TRIM19	promyelocytic leukemia	protein-coding
MACS_peak_1608	chr14	105799681	105800288	+	53.52	NA	intron (NM_001100913, intron 1 of 24)	NA	-18070	NM_001242786	2972	Hs.424484	NM_001519	ENSG00000185024	BRF1	BRF|BRF-1|CFDS|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	BRF1 RNA polymerase III transcription initiation factor subunit	protein-coding
MACS_peak_1809	chr15	96880158	96880661	+	53.49	NA	intron (NM_001145156, intron 2 of 2)	NA	3415	NM_001145157	7026	Hs.347991	NM_021005	ENSG00000185551	NR2F2	ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SVP40|TFCOUP2	nuclear receptor subfamily 2 group F member 2	protein-coding
MACS_peak_1998	chr16	75144828	75145354	+	53.47	NA	TTS (NM_032268)	NA	5579	NM_153486	197257	Hs.380929	NM_153486	ENSG00000166816	LDHD	DLACD|DLD	lactate dehydrogenase D	protein-coding
MACS_peak_4645	chr7	97671137	97671691	+	53.45	NA	Intergenic	NA	-51998	NM_006188	4951	Hs.510456	NM_006188	ENSG00000135175	OCM2	OCM|OM	oncomodulin 2	protein-coding
MACS_peak_1850	chr16	2009324	2009758	+	53.45	NA	promoter-TSS (NM_004548)	NA	2	NM_004548	4716	Hs.513266	NM_004548	ENSG00000140990	NDUFB10	PDSW	NADH:ubiquinone oxidoreductase subunit B10	protein-coding
MACS_peak_835	chr11	60468825	60469336	+	53.44	NA	intron (NM_031457, intron 2 of 6)	NA	1995	NM_031457	83661	Hs.150878	NM_031457	ENSG00000166959	MS4A8	4SPAN4|CD20L5|MS4A4|MS4A8B	membrane spanning 4-domains A8	protein-coding
MACS_peak_2928	chr2	176833486	176834083	+	53.43	NA	intron (NR_130941, intron 7 of 14)	NA	33211	NM_030650	80856	Hs.209561	NM_030650	ENSG00000144320	LNPK	KIAA1715|LNP|LNP1|NEDEHCC|Ul|ulnaless	lunapark, ER junction formation factor	protein-coding
MACS_peak_687	chr10	104915571	104916099	+	53.42	NA	intron (NM_001351179, intron 2 of 19)	NA	-2257	NM_001351193	22978	Hs.97439	NM_012229	ENSG00000076685	NT5C2	GMP|NT5B|PNT5|SPG45|SPG65|cN-II	5'-nucleotidase, cytosolic II	protein-coding
MACS_peak_2209	chr17	52322344	52322885	+	53.42	NA	Intergenic	NA	422326	NM_032559	84643	Hs.226805	NM_032559	ENSG00000141200	KIF2B	-	kinesin family member 2B	protein-coding
MACS_peak_2229	chr17	57931732	57932661	+	53.36	NA	Intergenic	NA	13569	NR_029493	406991	Hs.444569	NR_029493	ENSG00000284190	MIR21	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21	ncRNA
MACS_peak_371	chr1	204245233	204245775	+	53.35	NA	intron (NM_014935, intron 1 of 22)	NA	-62388	NM_198447	127845	Hs.532401	NM_198447	ENSG00000174567	GOLT1A	CGI-141|GOT1|HMFN1187|YMR292W|hGOT1b	golgi transport 1A	protein-coding
