PeakID (cmd=annotatePeaks.pl ESR1_T2D.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_590	chr20	60769319	60769496	+	56.75	NA	intron (NM_015666, intron 2 of 6)	NA	11326	NM_015666	26164	Hs.340636	NM_015666	ENSG00000101181	MTG2	GTPBP5|ObgH1|dJ1005F21.2	mitochondrial ribosome associated GTPase 2	protein-coding
MACS_peak_215	chr12	127400327	127400516	+	56.66	NA	intron (NR_104646, intron 6 of 6)	NA	-41185	NR_033970	440117	Hs.127100	NR_033970	ENSG00000249873	LINC02372	-	long intergenic non-protein coding RNA 2372	ncRNA
MACS_peak_599	chr21	44336377	44336575	+	56.58	NA	TTS (NM_001308491)	NA	9232	NM_001308491	90625		NM_001308491		ERVH48-1	C21orf105|NDUFV3-AS1	endogenous retrovirus group 48 member 1	protein-coding
MACS_peak_685	chr3	166611130	166611383	+	56.55	NA	Intergenic	NA	-5215	NR_135545	105374194		NR_135545		LOC105374194	inv3q26.1	uncharacterized LOC105374194	ncRNA
MACS_peak_717	chr4	90256801	90257014	+	56.55	NA	Intergenic	NA	-27956	NM_198281	285513	Hs.100912	NM_198281	ENSG00000185477	GPRIN3	GRIN3	GPRIN family member 3	protein-coding
MACS_peak_323	chr15	96454950	96455200	+	56.48	NA	Intergenic	NA	215995	NR_158193	105369212		NR_158193		LOC105369212	-	uncharacterized LOC105369212	ncRNA
MACS_peak_834	chr7	63873178	63873361	+	56.45	NA	Intergenic	NA	-20802	NR_029404	649395	Hs.728871	NR_029404		YWHAEP1	-	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1	pseudo
MACS_peak_556	chr20	32262386	32262600	+	56.40	NA	promoter-TSS (NM_031232)	NA	-259	NM_031231	63941	Hs.516986	NM_031231	ENSG00000125967	NECAB3	APBA2BP|EFCBP3|NIP1|STIP3|SYTIP2|XB51|dJ63M2.4|dJ63M2.5	N-terminal EF-hand calcium binding protein 3	protein-coding
MACS_peak_858	chr7	158770360	158770507	+	56.35	NA	Intergenic	NA	-30612	NR_024394	154822	Hs.544783	NM_198345	ENSG00000231419	LINC00689	-	long intergenic non-protein coding RNA 689	ncRNA
MACS_peak_377	chr17	25267728	25267913	+	56.34	NA	Intergenic	NA	148447	NR_135673	105371703	Hs.649918	NR_135673		LOC105371703	-	uncharacterized LOC105371703	ncRNA
MACS_peak_730	chr4	156302582	156302762	+	56.28	NA	Intergenic	NA	-4555	NM_001039580	79884	Hs.61271	NM_001039580	ENSG00000164114	MAP9	ASAP	microtubule associated protein 9	protein-coding
MACS_peak_848	chr7	90236603	90236787	+	56.28	NA	intron (NM_001287135, intron 2 of 14)	NA	11060	NM_001287135	5218	Hs.258576	NM_012395	ENSG00000058091	CDK14	PFTAIRE1|PFTK1	cyclin dependent kinase 14	protein-coding
MACS_peak_520	chr2	159555800	159555961	+	56.21	NA	intron (NR_135242, intron 1 of 3)	NA	35634	NR_135242	100129029	Hs.630724	NR_135242	ENSG00000204380	PKP4-AS1	-	PKP4 antisense RNA 1	ncRNA
MACS_peak_266	chr14	88672239	88672416	+	56.19	NA	intron (NM_138318, intron 4 of 6)	NA	64928	NM_138318	54207	Hs.560255	NM_021161	ENSG00000100433	KCNK10	K2p10.1|PPP1R97|TREK-2|TREK2	potassium two pore domain channel subfamily K member 10	protein-coding
MACS_peak_102	chr10	42385019	42385740	+	56.12	NA	Intergenic	NA	478114	NR_024380	441666	Hs.255729	NR_024380	ENSG00000215146	LOC441666	-	zinc finger protein 91 pseudogene	pseudo
MACS_peak_588	chr20	58329004	58329282	+	56.05	NA	intron (NM_183246, intron 3 of 11)	NA	32878	NM_183244	116154	Hs.473218	NM_080672	ENSG00000087495	PHACTR3	C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ	phosphatase and actin regulator 3	protein-coding
MACS_peak_586	chr20	58018092	58018300	+	55.98	NA	Intergenic	NA	-134368	NM_001199505	116154	Hs.473218	NM_080672	ENSG00000087495	PHACTR3	C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ	phosphatase and actin regulator 3	protein-coding
MACS_peak_105	chr10	48332135	48332329	+	55.92	NA	promoter-TSS (NR_134500)	NA	-35	NR_134500	107001062	Hs.576719	NR_134500		LOC107001062	-	uncharacterized LOC107001062	ncRNA
MACS_peak_274	chr14	96083022	96083247	+	55.86	NA	Intergenic	NA	-35300	NR_028288	27004	Hs.510368	NM_012468		TCL6	TNG1|TNG2	T cell leukemia/lymphoma 6	ncRNA
MACS_peak_921	chr9	84278352	84278525	+	55.75	NA	intron (NM_001303103, intron 4 of 19)	NA	26012	NM_001303104	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
MACS_peak_248	chr14	68776275	68776429	+	55.74	NA	intron (NM_001321817, intron 9 of 11)	NA	319152	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
MACS_peak_631	chr3	5707090	5707289	+	55.68	NA	Intergenic	NA	-415249	NR_039953	100616334		NR_039953	ENSG00000265180	MIR4790	-	microRNA 4790	ncRNA
MACS_peak_711	chr4	75505053	75505241	+	55.60	NA	Intergenic	NA	24518	NM_001657	374	Hs.270833	NM_001657	ENSG00000109321	AREG	AR|AREGB|CRDGF|SDGF	amphiregulin	protein-coding
MACS_peak_190	chr12	64475183	64475435	+	55.58	NA	intron (NM_020762, intron 10 of 21)	NA	140767	NM_001300940	144577	Hs.444671	NM_152440	ENSG00000174206	C12orf66	-	chromosome 12 open reading frame 66	protein-coding
MACS_peak_941	chr9	120530914	120531099	+	55.51	NA	Intergenic	NA	64325	NM_138554	7099	Hs.174312	NM_003266	ENSG00000136869	TLR4	ARMD10|CD284|TLR-4|TOLL	toll like receptor 4	protein-coding
MACS_peak_417	chr18	109131	109374	+	55.48	NA	non-coding (NR_033770, exon 1 of 5)	NA	187	NR_033770	727758	Hs.585843	NR_033770	ENSG00000263006	ROCK1P1	ROCK1P	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	pseudo
MACS_peak_885	chr8	100138593	100138768	+	55.43	NA	intron (NM_015243, intron 8 of 17)	NA	113186	NR_047582	157680	Hs.191540	NM_015243	ENSG00000132549	VPS13B	CHS1|COH1	vacuolar protein sorting 13 homolog B	protein-coding
MACS_peak_646	chr3	62694540	62694834	+	55.38	NA	intron (NM_183393, intron 3 of 26)	NA	166404	NM_003716	8618	Hs.654933	NM_003716	ENSG00000163618	CADPS	CADPS1|CAPS|CAPS1|UNC-31	calcium dependent secretion activator	protein-coding
MACS_peak_604	chr21	47641848	47642046	+	55.35	NA	intron (NM_001145436, intron 4 of 21)	NA	6741	NM_001145436	4047	Hs.596543	NM_002340	ENSG00000160285	LSS	CTRCT44|HYPT14|OSC	lanosterol synthase	protein-coding
MACS_peak_684	chr3	166349755	166349910	+	55.33	NA	Intergenic	NA	-266639	NR_135545	105374194		NR_135545		LOC105374194	inv3q26.1	uncharacterized LOC105374194	ncRNA
MACS_peak_322	chr15	93188865	93189109	+	55.33	NA	intron (NM_207446, intron 1 of 2)	NA	10018	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
MACS_peak_912	chr8	142911505	142911699	+	55.33	NA	Intergenic	NA	-43928	NR_031636	100302147		NR_031636	ENSG00000221768	MIR1302-7	MIRN1302-7|hsa-mir-1302-7	microRNA 1302-7	ncRNA
MACS_peak_228	chr13	78068991	78069111	+	55.27	NA	Intergenic	NA	-40758	NM_001160706	8796	Hs.534699	NM_003843	ENSG00000136155	SCEL	-	sciellin	protein-coding
MACS_peak_464	chr2	11664707	11664829	+	55.27	NA	Intergenic	NA	-9403	NM_014668	9687	Hs.467733	NM_014668	ENSG00000196208	GREB1	-	growth regulating estrogen receptor binding 1	protein-coding
MACS_peak_357	chr16	82837428	82837601	+	55.22	NA	intron (NR_110938, intron 1 of 2)	NA	30590	NR_110938	101928446	Hs.684007	NR_110938	ENSG00000260862	LOC101928446	-	uncharacterized LOC101928446	ncRNA
MACS_peak_201	chr12	96507852	96508043	+	55.19	NA	Intergenic	NA	-70649	NM_001256644	4048	Hs.524648	NM_000895	ENSG00000111144	LTA4H	-	leukotriene A4 hydrolase	protein-coding
MACS_peak_418	chr18	3689306	3689452	+	55.14	NA	intron (NM_001242763, intron 4 of 10)	NA	85644	NR_119377	84777	Hs.659053	NM_032691		DLGAP1-AS2	-	DLGAP1 antisense RNA 2	ncRNA
MACS_peak_336	chr16	17389474	17389620	+	55.14	NA	intron (NM_022166, intron 2 of 11)	NA	161186	NR_135179	102723692	Hs.737758	NR_135179	ENSG00000261448	LOC102723692	-	uncharacterized LOC102723692	ncRNA
MACS_peak_901	chr8	127486378	127486561	+	55.13	NA	Intergenic	NA	84254	NR_156466	157638	Hs.124951	NM_174911	ENSG00000168672	LRATD2	BCMP101|FAM84B|NSE2	LRAT domain containing 2	protein-coding
MACS_peak_186	chr12	51492301	51492485	+	55.10	NA	intron (NM_001173452, intron 13 of 14)	NA	-15014	NM_030809	81566	Hs.524425	NM_030809	ENSG00000110925	CSRNP2	C12orf2|C12orf22|FAM130A1|PPP1R72|TAIP-12	cysteine and serine rich nuclear protein 2	protein-coding
MACS_peak_838	chr7	67266470	67266640	+	54.95	NA	Intergenic	NA	-218685	NR_120514	102723427	Hs.583491	NR_120514	ENSG00000225209	LOC102723427	-	uncharacterized LOC102723427	ncRNA
MACS_peak_737	chr5	9815375	9815535	+	54.91	NA	intron (NR_027112, intron 4 of 12)	NA	-39034	NR_147004	105374648	Hs.158853	NR_147004		LINC02221	-	long intergenic non-protein coding RNA 2221	ncRNA
MACS_peak_735	chr5	5160601	5160764	+	54.88	NA	intron (NR_136935, intron 3 of 21)	NA	20239	NM_139056	170690	Hs.661915	NM_139056	ENSG00000145536	ADAMTS16	ADAMTS16s	ADAM metallopeptidase with thrombospondin type 1 motif 16	protein-coding
MACS_peak_616	chr22	32976034	32976232	+	54.76	NA	intron (NM_133633, intron 6 of 11)	NA	104909	NM_001033024	25793	Hs.5912	NM_012179	ENSG00000100225	FBXO7	FBX|FBX07|FBX7|PARK15|PKPS	F-box protein 7	protein-coding
MACS_peak_87	chr10	22921765	22921961	+	54.75	NA	intron (NM_005028, intron 1 of 9)	NA	81174	NM_001330062	5305	Hs.57079	NM_005028	ENSG00000150867	PIP4K2A	PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	protein-coding
MACS_peak_837	chr7	67142837	67143032	+	54.61	NA	Intergenic	NA	341971	NR_108104	101929736	Hs.634050	NR_108104	ENSG00000106610	LINC01372	-	long intergenic non-protein coding RNA 1372	ncRNA
MACS_peak_749	chr5	46059484	46059707	+	54.59	NA	Intergenic	NA	-363113	NM_021072	348980	Hs.353176	NM_021072	ENSG00000164588	HCN1	BCNG-1|BCNG1|EIEE24|HAC-2	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding
MACS_peak_497	chr2	99486397	99486657	+	54.41	NA	intron (NM_207362, intron 1 of 9)	NA	66161	NM_207362	343990	Hs.469398	NM_207362	ENSG00000196872	KIAA1211L	C2orf55	KIAA1211 like	protein-coding
MACS_peak_97	chr10	32940828	32940991	+	54.40	NA	intron (NM_001321115, intron 21 of 43)	NA	205841	NR_109826	79741	Hs.585464	NM_024688	ENSG00000216937	CCDC7	BIOT2|BioT2-A|BioT2-B|BioT2-C|C10orf68	coiled-coil domain containing 7	protein-coding
MACS_peak_884	chr8	99177251	99177433	+	54.33	NA	Intergenic	NA	47274	NM_015029	10940	Hs.252828	NM_015029	ENSG00000104356	POP1	ANXD2	POP1 homolog, ribonuclease P/MRP subunit	protein-coding
MACS_peak_262	chr14	86804525	86804686	+	54.27	NA	Intergenic	NA	403583	NR_110155	101928767	Hs.536380	NR_110155		LINC02328	-	long intergenic non-protein coding RNA 2328	ncRNA
MACS_peak_585	chr20	56174820	56175024	+	54.26	NA	Intergenic	NA	20560	NM_001160419	81030	Hs.302123	NM_030776	ENSG00000124256	ZBP1	C20orf183|DAI|DLM-1|DLM1	Z-DNA binding protein 1	protein-coding
MACS_peak_677	chr3	157485978	157486118	+	54.24	NA	Intergenic	NA	224915	NM_001130002	152078	Hs.259046	NM_001099777	ENSG00000174899	SLC66A1L	C3orf55|PQLC2L|SLC66A2L	solute carrier family 66 member 1 like	protein-coding
MACS_peak_576	chr20	53238635	53239050	+	54.17	NA	intron (NM_177959, intron 6 of 7)	NA	146710	NM_177959	55816	Hs.473133	NM_018431	ENSG00000101134	DOK5	C20orf180|IRS-6|IRS6	docking protein 5	protein-coding
MACS_peak_397	chr17	57907209	57907617	+	54.14	NA	intron (NM_001329401, intron 8 of 9)	NA	-11214	NR_029493	406991	Hs.444569	NR_029493	ENSG00000284190	MIR21	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21	ncRNA
MACS_peak_273	chr14	95781554	95781689	+	54.06	NA	intron (NM_024734, intron 1 of 12)	NA	4624	NM_024734	79789	Hs.301478	NM_024734	ENSG00000165959	CLMN	-	calmin	protein-coding
MACS_peak_369	chr16	89826064	89826259	+	54.04	NA	intron (NM_000135, intron 29 of 42)	NA	38216	NR_110129	92822	Hs.290154	NM_152287	ENSG00000158805	ZNF276	CENP-Z|CENPZ|ZADT|ZFP276|ZNF477	zinc finger protein 276	protein-coding
MACS_peak_195	chr12	70564269	70564464	+	54.04	NA	Intergenic	NA	-72444	NM_001199302	4848	Hs.133350	NM_014515	ENSG00000111596	CNOT2	CDC36|HSPC131|NOT2|NOT2H	CCR4-NOT transcription complex subunit 2	protein-coding
MACS_peak_719	chr4	99539026	99539221	+	54.04	NA	intron (NM_005723, intron 1 of 7)	NA	40639	NM_005723	10098	Hs.118118	NM_005723	ENSG00000168785	TSPAN5	NET-4|NET4|TM4SF9|TSPAN-5	tetraspanin 5	protein-coding
MACS_peak_60	chr1	184595915	184596125	+	53.99	NA	3' UTR (NM_030806, exon 6 of 6)	NA	127972	NM_025191	80267	Hs.523811	NM_025191	ENSG00000116406	EDEM3	C1orf22	ER degradation enhancing alpha-mannosidase like protein 3	protein-coding
MACS_peak_910	chr8	136607310	136607514	+	53.96	NA	intron (NM_006558, intron 6 of 8)	NA	137713	NM_006558	10656	Hs.444558	NM_006558	ENSG00000131773	KHDRBS3	Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile	KH RNA binding domain containing, signal transduction associated 3	protein-coding
MACS_peak_987	chrY	58979267	58979598	+	53.94	NA	Intergenic	NA	-120971	NM_005840	10251	Hs.381912	NM_005840	ENSG00000168939	SPRY3	spry-3	sprouty RTK signaling antagonist 3	protein-coding
MACS_peak_929	chr9	95620337	95620529	+	53.91	NA	intron (NM_001007101, intron 1 of 3)	NA	19817	NM_001354536	83744	Hs.668378	NM_031486	ENSG00000127081	ZNF484	BA526D8.4	zinc finger protein 484	protein-coding
MACS_peak_917	chr9	74398228	74398424	+	53.89	NA	Intergenic	NA	-14897	NM_013390	23670	Hs.494146	NM_013390	ENSG00000135048	CEMIP2	TMEM2	cell migration inducing hyaluronidase 2	protein-coding
MACS_peak_657	chr3	99401724	99401920	+	53.89	NA	intron (NM_001850, intron 2 of 4)	NA	44384	NM_001850	1295	Hs.654548	NM_001850	ENSG00000144810	COL8A1	C3orf7	collagen type VIII alpha 1 chain	protein-coding
MACS_peak_216	chr12	132345587	132345783	+	53.89	NA	Intergenic	NA	32747	NM_016155	4326	Hs.709245	NM_016155	ENSG00000198598	MMP17	MMP-17|MT4-MMP|MT4MMP|MTMMP4	matrix metallopeptidase 17	protein-coding
MACS_peak_741	chr5	13586317	13586457	+	53.84	NA	Intergenic	NA	358202	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
MACS_peak_226	chr13	69319719	69319927	+	53.82	NA	Intergenic	NA	139634	NR_038878	338862		NR_038878	ENSG00000281778	LINC00550	-	long intergenic non-protein coding RNA 550	ncRNA
MACS_peak_213	chr12	124081949	124082131	+	53.80	NA	3' UTR (NM_001321445, exon 5 of 5)	NA	-4606	NR_135104	57696	Hs.286173	NM_020936	ENSG00000111364	DDX55	-	DEAD-box helicase 55	protein-coding
MACS_peak_399	chr17	59533423	59534503	+	53.75	NA	exon (NM_018488, exon 1 of 8)	NA	114	NM_018488	9496	Hs.143907	NM_018488	ENSG00000121075	TBX4	ICPPS|SPS	T-box transcription factor 4	protein-coding
MACS_peak_622	chr22	39695996	39696175	+	53.75	NA	Intergenic	NA	13831	NR_000028	116938		NR_000028	ENSG00000209480	SNORD83B	RNU83B|U83B	small nucleolar RNA, C/D box 83B	snoRNA
MACS_peak_683	chr3	162914667	162914802	+	53.67	NA	intron (NR_033945, intron 4 of 6)	NA	106355	NR_033945	647107	Hs.408584	NR_033945	ENSG00000241369	LINC01192	CT64	long intergenic non-protein coding RNA 1192	ncRNA
MACS_peak_584	chr20	56036108	56036283	+	53.65	NA	Intergenic	NA	63728	NM_001269041	140690	Hs.131543	NM_080618	ENSG00000124092	CTCFL	BORIS|CT27|CTCF-T|HMGB1L1|dJ579F20.2	CCCTC-binding factor like	protein-coding
MACS_peak_675	chr3	154135039	154135237	+	53.61	NA	intron (NM_001038705, intron 3 of 3)	NA	12841	NM_001038705	344758	Hs.376338	NM_001038705	ENSG00000174948	GPR149	IEDA|PGR10|R35	G protein-coupled receptor 149	protein-coding
MACS_peak_146	chr11	46820550	46820727	+	53.56	NA	intron (NM_001008938, intron 9 of 43)	NA	-36589	NR_003056	692108	Hs.693252	NR_003056	ENSG00000212135	SNORD67	HBII-166	small nucleolar RNA, C/D box 67	snoRNA
MACS_peak_83	chr10	9480630	9480837	+	53.50	NA	Intergenic	NA	-143177	NR_120635	101928272	Hs.650697	NR_120635		LOC101928272	-	uncharacterized LOC101928272	ncRNA
MACS_peak_736	chr5	9122773	9122957	+	53.50	NA	exon (NM_003966, exon 14 of 23)	NA	-68858	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
MACS_peak_669	chr3	146770326	146770475	+	53.47	NA	Intergenic	NA	130690	NR_135561	101927866	Hs.586116	NR_135560	ENSG00000242671	LINC02010	-	long intergenic non-protein coding RNA 2010	ncRNA
MACS_peak_501	chr2	113349122	113349260	+	53.47	NA	Intergenic	NA	6760	NM_001304354	84269	Hs.375707	NM_032309	ENSG00000125611	CHCHD5	C2orf9|CHTM1|MIC14|MIX14	coiled-coil-helix-coiled-coil-helix domain containing 5	protein-coding
MACS_peak_250	chr14	73463247	73463437	+	53.47	NA	intron (NM_021260, intron 3 of 11)	NA	-9678	NM_001281735	53349	Hs.335106	NM_021260	ENSG00000165861	ZFYVE1	DFCP1|PPP1R172|SR3|TAFF1|ZNFN2A1	zinc finger FYVE-type containing 1	protein-coding
MACS_peak_919	chr9	79737169	79737331	+	53.47	NA	Intergenic	NA	-55111	NM_001018038	23230	Hs.459790	NM_015186	ENSG00000197969	VPS13A	CHAC|CHOREIN	vacuolar protein sorting 13 homolog A	protein-coding
MACS_peak_341	chr16	35259236	35259379	+	53.47	NA	Intergenic	NA	278384	NR_033985	400533	Hs.499135	NR_033985	ENSG00000261122	LINC02167	-	long intergenic non-protein coding RNA 2167	ncRNA
MACS_peak_507	chr2	129630140	129630300	+	53.47	NA	Intergenic	NA	8046	NR_110278	101927881	Hs.570247	NR_110278		LOC101927881	-	uncharacterized LOC101927881	ncRNA
MACS_peak_533	chr2	180334561	180334709	+	53.47	NA	intron (NM_001352810, intron 6 of 10)	NA	92680	NR_148055	151126	Hs.655005	NM_152520	ENSG00000144331	ZNF385B	ZNF533	zinc finger protein 385B	protein-coding
MACS_peak_611	chr22	30450691	30450883	+	53.47	NA	intron (NR_110541, intron 1 of 4)	NA	25459	NR_110541	101929664	Hs.592197	NR_110541		HORMAD2-AS1	MTMR3-AS1	HORMAD2 and MTMR3 antisense RNA 1	ncRNA
MACS_peak_782	chr6	33864670	33864845	+	53.47	NA	promoter-TSS (NR_038989)	NA	-73	NR_038989	100507584	Hs.547104	NR_038989	ENSG00000249346	LINC01016	-	long intergenic non-protein coding RNA 1016	ncRNA
MACS_peak_107	chr10	54730481	54730644	+	53.47	NA	Intergenic	NA	-199102	NM_000242	4153	Hs.499674	NM_000242	ENSG00000165471	MBL2	COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD	mannose binding lectin 2	protein-coding
MACS_peak_708	chr4	36480395	36480575	+	53.47	NA	Intergenic	NA	-52435	NR_031701	100313806		NR_031701	ENSG00000283207	MIR1255B1	MIR1255B-1|MIRN1255B1	microRNA 1255b-1	ncRNA
MACS_peak_345	chr16	56843136	56843284	+	53.47	NA	intron (NM_001242795, intron 3 of 19)	NA	25842	NM_001242796	9688	Hs.276878	NM_014669	ENSG00000102900	NUP93	NIC96	nucleoporin 93	protein-coding
MACS_peak_218	chr13	28609266	28609433	+	53.47	NA	intron (NM_004119, intron 12 of 23)	NA	-46575	NM_001105577	646625	Hs.705356	NM_001105577	ENSG00000183463	URAD	PRHOXNB	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	protein-coding
MACS_peak_638	chr3	18590955	18591138	+	53.47	NA	Intergenic	NA	-103962	NM_001322872	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
MACS_peak_444	chr19	19517245	19517439	+	53.47	NA	intron (NM_001359631, intron 1 of 10)	NA	20730	NM_001359631	54815	Hs.118964	NM_017660	ENSG00000167491	GATAD2A	p66alpha	GATA zinc finger domain containing 2A	protein-coding
MACS_peak_45	chr1	154913947	154914139	+	53.47	NA	intron (NM_001323012, intron 1 of 4)	NA	1091	NM_001323012	10654	Hs.30954	NM_006556	ENSG00000163344	PMVK	HUMPMKI|PMK|PMKA|PMKASE|POROK1	phosphomevalonate kinase	protein-coding
MACS_peak_911	chr8	137590088	137590255	+	53.47	NA	intron (NR_147196, intron 2 of 5)	NA	47130	NR_147196	107986980	Hs.549694	NR_147196	ENSG00000254101	LINC02055	-	long intergenic non-protein coding RNA 2055	ncRNA
MACS_peak_478	chr2	31229109	31229297	+	53.47	NA	intron (NM_024572, intron 1 of 14)	NA	123303	NM_001253827	79623	Hs.468058	NM_024572	ENSG00000158089	GALNT14	GALNT15|GalNac-T10|GalNac-T14	polypeptide N-acetylgalactosaminyltransferase 14	protein-coding
MACS_peak_726	chr4	144648009	144648193	+	53.47	NA	Intergenic	NA	-26273	NM_001168235	166752	Hs.252714	NM_001168235	ENSG00000183090	FREM3	-	FRAS1 related extracellular matrix 3	protein-coding
MACS_peak_527	chr2	171785762	171785927	+	53.47	NA	promoter-TSS (NM_015530)	NA	81	NM_015530	26003	Hs.431317	NM_015530	ENSG00000115806	GORASP2	GOLPH6|GRASP55|GRS2|p59	golgi reassembly stacking protein 2	protein-coding
MACS_peak_343	chr16	48877034	48877199	+	53.47	NA	Intergenic	NA	-233025	NM_153029	9683	Hs.511839	NM_153029	ENSG00000102921	N4BP1	-	NEDD4 binding protein 1	protein-coding
MACS_peak_136	chr10	128506907	128507060	+	53.47	NA	Intergenic	NA	-86995	NM_001290223	1793	Hs.159195	NM_001380	ENSG00000150760	DOCK1	DOCK180|ced5	dedicator of cytokinesis 1	protein-coding
MACS_peak_119	chr10	90092322	90092491	+	53.47	NA	intron (NM_001031709, intron 5 of 6)	NA	250669	NM_001031709	55328	Hs.149849	NM_018363	ENSG00000184719	RNLS	C10orf59|RENALASE	renalase, FAD dependent amine oxidase	protein-coding
MACS_peak_957	chr9	131869585	131869743	+	53.47	NA	intron (NM_001346549, intron 2 of 13)	NA	3408	NM_001346546	1384	Hs.12068	NM_000755	ENSG00000095321	CRAT	CAT|CAT1|NBIA8	carnitine O-acetyltransferase	protein-coding
MACS_peak_615	chr22	32633019	32633171	+	53.47	NA	intron (NM_014227, intron 7 of 14)	NA	18239	NM_014227	6527	Hs.130101	NM_014227	ENSG00000100191	SLC5A4	DJ90G24.4|SAAT1|SGLT3	solute carrier family 5 member 4	protein-coding
MACS_peak_969	chrX	49672127	49672304	+	53.47	NA	Intergenic	NA	-14991	NM_001127898	1184	Hs.166486	NM_000084	ENSG00000171365	CLCN5	CLC5|CLCK2|ClC-5|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2	chloride voltage-gated channel 5	protein-coding
MACS_peak_534	chr2	188729947	188730103	+	53.47	NA	Intergenic	NA	-310793	NM_001318941	7035	Hs.516578	NM_006287	ENSG00000003436	TFPI	EPI|LACI|TFI|TFPI1	tissue factor pathway inhibitor	protein-coding
MACS_peak_661	chr3	120387015	120387199	+	53.47	NA	intron (NM_000187, intron 4 of 13)	NA	13979	NM_000187	3081	Hs.368254	NM_000187	ENSG00000113924	HGD	AKU|HGO	homogentisate 1,2-dioxygenase	protein-coding
MACS_peak_89	chr10	22995215	22995372	+	53.47	NA	intron (NM_005028, intron 1 of 9)	NA	7744	NM_001330062	5305	Hs.57079	NM_005028	ENSG00000150867	PIP4K2A	PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	protein-coding
MACS_peak_775	chr6	6703977	6704141	+	53.47	NA	Intergenic	NA	-81000	NR_026970	285780	Hs.655737	NM_173675	ENSG00000216863	LY86-AS1	LY86-AS|LY86AS	LY86 antisense RNA 1	ncRNA
MACS_peak_830	chr7	52839991	52840179	+	53.47	NA	Intergenic	NA	-263241	NM_182595	285877	Hs.381970	NM_182595	ENSG00000221900	POM121L12	-	POM121 transmembrane nucleoporin like 12	protein-coding
MACS_peak_546	chr2	218874830	218874990	+	53.47	NA	Intergenic	NA	-24747	NR_034176	285180	Hs.570069	NM_198483	ENSG00000188282	RUFY4	ZFYVE31	RUN and FYVE domain containing 4	protein-coding
MACS_peak_956	chr9	131851578	131851772	+	53.47	NA	non-coding (NR_072983, exon 6 of 6)	NA	8285	NR_072983	57171	Hs.21701	NM_020438	ENSG00000167130	DOLPP1	LSFR2	dolichyldiphosphatase 1	protein-coding
MACS_peak_839	chr7	68494166	68494340	+	53.47	NA	Intergenic	NA	568357	NR_148927	100507468	Hs.362492	NR_108105		CT66	-	cancer/testis associated transcript 66	ncRNA
MACS_peak_474	chr2	21797308	21797462	+	53.47	NA	Intergenic	NA	136139	NR_038837	645949	Hs.456782	NR_038837	ENSG00000229621	LINC01822	-	long intergenic non-protein coding RNA 1822	ncRNA
MACS_peak_811	chr7	1291399	1291594	+	53.47	NA	Intergenic	NA	18988	NM_001080461	340260		NM_001080461	ENSG00000164853	UNCX	UNCX4.1	UNC homeobox	protein-coding
MACS_peak_470	chr2	17436885	17437071	+	53.47	NA	Intergenic	NA	262729	NM_001099218	729475	Hs.515802	NM_001099218	ENSG00000214842	RAD51AP2	-	RAD51 associated protein 2	protein-coding
MACS_peak_739	chr5	10654151	10654341	+	53.47	NA	3' UTR (NM_001164440, exon 4 of 4)	NA	90064	NM_001164440	651746	Hs.26039	NM_001164440	ENSG00000164236	ANKRD33B	-	ankyrin repeat domain 33B	protein-coding
MACS_peak_519	chr2	158431166	158431348	+	53.47	NA	intron (NM_001111031, intron 2 of 8)	NA	22815	NM_001111031	130399	Hs.562901	NM_145259	ENSG00000123612	ACVR1C	ACVRLK7|ALK7	activin A receptor type 1C	protein-coding
