PeakID (cmd=annotatePeaks.pl ESR1_WTE.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_2090	chr14	93568031	93568585	+	66.90	NA	NA	NA	13962	NM_001142594	3705	Hs.308122	NM_014216	ENSG00000100605	ITPK1	ITRPK1	inositol-tetrakisphosphate 1-kinase	protein-coding
MACS_peak_1885	chr14	24365035	24365513	+	66.90	NA	NA	NA	-57705	NM_021004	10901	Hs.528385	NM_021004	ENSG00000157326	DHRS4	CR|NRDR|PHCR|PSCD|SCAD-SRL|SDR-SRL|SDR25C1|SDR25C2	dehydrogenase/reductase 4	protein-coding
MACS_peak_2411	chr15	90282330	90282837	+	66.90	NA	NA	NA	11957	NM_018670	55897	Hs.447531	NM_018670	ENSG00000166823	MESP1	bHLHc5	mesoderm posterior bHLH transcription factor 1	protein-coding
MACS_peak_4867	chr3	40228466	40229038	+	66.90	NA	NA	NA	87250	NM_001284426	25924	Hs.594535	NM_015460	ENSG00000170011	MYRIP	SLAC2-C|SLAC2C	myosin VIIA and Rab interacting protein	protein-coding
MACS_peak_5913	chr6	33726867	33727349	+	66.90	NA	NA	NA	-12346	NM_001142883	117283	Hs.17253	NM_054111	ENSG00000161896	IP6K3	IHPK3|INSP6K3	inositol hexakisphosphate kinase 3	protein-coding
MACS_peak_5775	chr5	174204066	174204462	+	66.90	NA	NA	NA	25527	NR_039777	100616202		NR_039777	ENSG00000266890	MIR4634	-	microRNA 4634	ncRNA
MACS_peak_2461	chr16	701579	702161	+	66.90	NA	NA	NA	2505	NM_145294	197335	Hs.511903	NM_145294	ENSG00000161996	WDR90	C16orf15|C16orf16|C16orf17|C16orf18|C16orf19	WD repeat domain 90	protein-coding
MACS_peak_3061	chr17	70473755	70474221	+	66.90	NA	NA	NA	114955	NR_137281	100499467	Hs.157726	NR_036488	ENSG00000227036	LINC00673	ERRLR01|HI-LNC75|HILNC75|LUCAIR1|SLNCR|SLNCR1	long intergenic non-protein coding RNA 673	ncRNA
MACS_peak_2618	chr16	53766318	53766925	+	66.90	NA	NA	NA	28553	NM_001080432	79068	Hs.528833	NM_001080432	ENSG00000140718	FTO	ALKBH9|BMIQ14|GDFD	FTO alpha-ketoglutarate dependent dioxygenase	protein-coding
MACS_peak_3805	chr2	97167455	97168118	+	66.90	NA	NA	NA	3308	NM_001285486	93082	Hs.149219	NM_001080535	ENSG00000163121	NEURL3	LINCR|RNF132	neuralized E3 ubiquitin protein ligase 3	protein-coding
MACS_peak_4606	chr22	21998188	21998641	+	66.90	NA	NA	NA	1823	NM_022044	23753	Hs.303116	NM_022044	ENSG00000128228	SDF2L1	-	stromal cell derived factor 2 like 1	protein-coding
MACS_peak_56	chr1	10853720	10854214	+	66.90	NA	NA	NA	2736	NM_001079843	54897	Hs.439894	NM_017766	ENSG00000130940	CASZ1	CAS11|CST|SRG|ZNF693|dJ734G22.1	castor zinc finger 1	protein-coding
MACS_peak_4318	chr20	48167862	48168245	+	66.90	NA	NA	NA	16621	NM_000961	5740	Hs.302085	NM_000961	ENSG00000124212	PTGIS	CYP8|CYP8A1|PGIS|PTGI	prostaglandin I2 synthase	protein-coding
MACS_peak_1156	chr11	61394247	61394651	+	66.90	NA	NA	NA	11941	NR_002775	113157	Hs.502733	NR_002775	ENSG00000243742	RPLP0P2	RPLP0L2|RPLP0_3_1146	ribosomal protein lateral stalk subunit P0 pseudogene 2	pseudo
MACS_peak_120	chr1	22813387	22813867	+	66.90	NA	NA	NA	35283	NM_001083621	9923	Hs.418966	NM_014870	ENSG00000184677	ZBTB40	ZNF923	zinc finger and BTB domain containing 40	protein-coding
MACS_peak_1133	chr11	44972179	44972798	+	66.90	NA	NA	NA	-54	NR_134612	9537	Hs.554791	NM_006034	ENSG00000175274	TP53I11	PIG11	tumor protein p53 inducible protein 11	protein-coding
MACS_peak_1335	chr11	109964037	109964468	+	66.90	NA	NA	NA	134	NM_033390	85463	Hs.376289	NM_033390	ENSG00000149289	ZC3H12C	MCPIP3	zinc finger CCCH-type containing 12C	protein-coding
MACS_peak_3572	chr19	56602368	56602936	+	66.90	NA	NA	NA	24602	NR_110741	101928886	Hs.434652	NR_110741	ENSG00000267522	LINC01864	-	long intergenic non-protein coding RNA 1864	ncRNA
MACS_peak_3535	chr19	46725179	46725773	+	66.90	NA	NA	NA	-7523	NM_198541	374918	Hs.546554	NM_198541	ENSG00000188293	IGFL1	APRG644|UNQ644	IGF like family member 1	protein-coding
MACS_peak_2700	chr16	75733791	75734380	+	66.90	NA	NA	NA	1274	NM_001351307	100033411		NM_001351307	ENSG00000282757	DUXB	-	double homeobox B	protein-coding
MACS_peak_7073	chr9	130731841	130732295	+	66.87	NA	NA	NA	11200	NM_001035254	399665	Hs.535972	NM_203305	ENSG00000167106	FAM102A	C9orf132|EEIG1|SYM-3A|bA203J24.7	family with sequence similarity 102 member A	protein-coding
MACS_peak_3813	chr2	98497871	98498411	+	66.86	NA	NA	NA	114270	NM_015348	23505	Hs.469376	NM_015348	ENSG00000075568	TMEM131	CC28|PRO1048|RW1|YR-23	transmembrane protein 131	protein-coding
MACS_peak_5759	chr5	172021387	172021992	+	66.79	NA	NA	NA	-35672	NR_146726	105377728	Hs.131465	NR_146726		LINC01944	CTB-54I1.1	long intergenic non-protein coding RNA 1944	ncRNA
MACS_peak_5685	chr5	131763044	131763433	+	66.73	NA	NA	NA	16617	NR_161242	441108	Hs.658288	NM_001013717		C5orf56	-	chromosome 5 open reading frame 56	ncRNA
MACS_peak_774	chr10	58424763	58425431	+	66.73	NA	NA	NA	-304063	NM_032997	11130	Hs.591363	NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding
MACS_peak_945	chr10	112692167	112692507	+	66.72	NA	NA	NA	4676	NR_026715	644511	Hs.632083	NR_026715	ENSG00000234118	RPL13AP6	RPL13A_7_1096|bA348N5.5	ribosomal protein L13a pseudogene 6	pseudo
MACS_peak_2312	chr15	67407117	67407674	+	66.69	NA	NA	NA	-10659	NM_001145102	4088	Hs.727986	NM_005902	ENSG00000166949	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	SMAD family member 3	protein-coding
MACS_peak_3600	chr2	10260175	10260717	+	66.68	NA	NA	NA	-2249	NM_001165931	6241	Hs.226390	NM_001034	ENSG00000171848	RRM2	R2|RR2|RR2M	ribonucleotide reductase regulatory subunit M2	protein-coding
MACS_peak_6741	chr8	119714797	119715405	+	66.67	NA	NA	NA	-80899	NR_109794	401474	Hs.359393	NM_207506	ENSG00000177570	SAMD12	-	sterile alpha motif domain containing 12	protein-coding
MACS_peak_2898	chr17	33477980	33478507	+	66.66	NA	NA	NA	2960	NM_173167	146862	Hs.379636	NM_173167	ENSG00000141161	UNC45B	CMYA4|CTRCT43|SMUNC45|UNC-45B|UNC45	unc-45 myosin chaperone B	protein-coding
MACS_peak_6147	chr6	167933910	167934517	+	66.64	NA	NA	NA	-49200	NR_134591	105378127	Hs.58456	NR_134591		LOC105378127	-	uncharacterized LOC105378127	ncRNA
MACS_peak_6251	chr7	37119016	37119623	+	66.64	NA	NA	NA	81918	NR_104120	100861514	Hs.627775	NR_104120	ENSG00000224101	ELMO1-AS1	-	ELMO1 antisense RNA 1	ncRNA
MACS_peak_6435	chr7	138990634	138991241	+	66.64	NA	NA	NA	-34168	NM_001244585	51631	Hs.731488	NM_016019	ENSG00000146963	LUC7L2	CGI-59|CGI-74|LUC7B2	LUC7 like 2, pre-mRNA splicing factor	protein-coding
MACS_peak_5820	chr6	7248724	7249331	+	66.64	NA	NA	NA	64405	NM_001292008	6745	Hs.114033	NM_003144	ENSG00000124783	SSR1	TRAPA	signal sequence receptor subunit 1	protein-coding
MACS_peak_1364	chr11	118491216	118491814	+	66.61	NA	NA	NA	13185	NM_001144758	23187	Hs.504062	NM_015157	ENSG00000019144	PHLDB1	LL5A	pleckstrin homology like domain family B member 1	protein-coding
MACS_peak_1406	chr12	862176	862906	+	66.54	NA	NA	NA	452	NM_213655	65125	Hs.744906	NM_014823	ENSG00000060237	WNK1	HSAN2|HSN2|KDP|PPP1R167|PRKWNK1|PSK|p65	WNK lysine deficient protein kinase 1	protein-coding
MACS_peak_1010	chr10	127584782	127586521	+	66.53	NA	NA	NA	276	NM_001363549	92565	Hs.352591	NM_145235	ENSG00000203780	FANK1	HSD13	fibronectin type III and ankyrin repeat domains 1	protein-coding
MACS_peak_5364	chr4	87863486	87863989	+	66.52	NA	NA	NA	7583	NM_001166693	4299	Hs.480190	NM_005935	ENSG00000172493	AFF1	AF4|MLLT2|PBM1	AF4/FMR2 family member 1	protein-coding
MACS_peak_4588	chr22	18066059	18066562	+	66.52	NA	NA	NA	5648	NM_001288707	101929372	Hs.629929	NM_001288707		LOC101929372	-	uncharacterized LOC101929372	protein-coding
MACS_peak_6087	chr6	139109061	139109671	+	66.42	NA	NA	NA	-7882	NM_001077706	345930	Hs.660603	NM_001077706	ENSG00000203734	ECT2L	ARHGEF32|C6orf91|FBXO49|LFDH|dJ509I19.2|dJ509I19.3|dJ509I19.5	epithelial cell transforming 2 like	protein-coding
MACS_peak_5029	chr3	125113847	125114336	+	66.40	NA	NA	NA	-19893	NM_001348436	7707	Hs.592591	NM_021964	ENSG00000163848	ZNF148	BERF-1|BFCOL1|GDACCF|HT-BETA|ZBP-89|ZFP148|pHZ-52	zinc finger protein 148	protein-coding
MACS_peak_5627	chr5	77966593	77967090	+	66.37	NA	NA	NA	-22246	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
MACS_peak_6943	chr9	94894680	94895291	+	66.34	NA	NA	NA	-131	NR_015444	100128076	Hs.716275	NR_015444		LOC100128076	-	protein tyrosine phosphatase pseudogene	pseudo
MACS_peak_899	chr10	98561124	98561928	+	66.30	NA	NA	NA	26995	NR_030338	693192		NR_030338	ENSG00000207976	MIR607	MIRN607|hsa-mir-607	microRNA 607	ncRNA
MACS_peak_2990	chr17	50202496	50203152	+	66.29	NA	NA	NA	33250	NM_020178	56934	Hs.463466	NM_020178	ENSG00000154975	CA10	CA-RPX|CARPX|HUCEP-15	carbonic anhydrase 10	protein-coding
MACS_peak_5013	chr3	119317741	119318373	+	66.29	NA	NA	NA	-1061	NM_001293225	51365	Hs.437451	NM_015900	ENSG00000144837	PLA1A	PS-PLA1|PSPLA1	phospholipase A1 member A	protein-coding
MACS_peak_6137	chr6	163745883	163746277	+	66.24	NA	NA	NA	-575	NR_028390	285796	Hs.668693	NR_028390	ENSG00000281692	PACRG-AS1	-	PACRG antisense RNA 1	ncRNA
MACS_peak_4841	chr3	18623033	18623615	+	66.24	NA	NA	NA	-136240	NM_001322872	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
MACS_peak_104	chr1	20435496	20435890	+	66.24	NA	NA	NA	10336	NM_012400	26279	Hs.189507	NM_012400	ENSG00000117215	PLA2G2D	PLA2IID|SPLASH|sPLA2-IID|sPLA2S	phospholipase A2 group IID	protein-coding
MACS_peak_4843	chr3	21389152	21389731	+	66.18	NA	NA	NA	-57777	NR_002311	391518	Hs.543226	NR_002311		VENTXP7	HPX42|VENTX1	VENT homeobox pseudogene 7	pseudo
MACS_peak_1435	chr12	12972682	12973315	+	66.18	NA	NA	NA	6718	NM_201224	51202	Hs.719938	NM_016355	ENSG00000213782	DDX47	E4-DBP|HQ0256|MSTP162|RRP3	DEAD-box helicase 47	protein-coding
MACS_peak_5808	chr6	4780847	4781307	+	66.16	NA	NA	NA	4439	NM_004824	9425	Hs.269092	NM_004824	ENSG00000153046	CDYL	CDYL1	chromodomain Y like	protein-coding
MACS_peak_1336	chr11	110112801	110113260	+	66.15	NA	NA	NA	54407	NM_001260495	5962	Hs.263671	NM_002906	ENSG00000137710	RDX	DFNB24	radixin	protein-coding
MACS_peak_4192	chr20	17876702	17877370	+	66.14	NA	NA	NA	66553	NR_003045	692086	Hs.680747	NR_003045	ENSG00000212232	SNORD17	HBI-43	small nucleolar RNA, C/D box 17	snoRNA
MACS_peak_1206	chr11	69044572	69045222	+	66.14	NA	NA	NA	-16725	NM_001300923	26579	Hs.523848	NM_138768	ENSG00000172927	MYEOV	OCIM	myeloma overexpressed	protein-coding
MACS_peak_3942	chr2	142642206	142642772	+	66.14	NA	NA	NA	246781	NM_018557	53353	Hs.656461	NM_018557	ENSG00000168702	LRP1B	LRP-1B|LRP-DIT|LRPDIT	LDL receptor related protein 1B	protein-coding
MACS_peak_6373	chr7	100965111	100965734	+	66.14	NA	NA	NA	-318	NM_001287526	64792	Hs.389104	NM_022777	ENSG00000128581	IFT22	RABL5	intraflagellar transport 22	protein-coding
MACS_peak_2893	chr17	29900940	29901335	+	66.14	NA	NA	NA	-1151	NR_039878	100616449		NR_039878	ENSG00000265976	MIR4725	mir-4725	microRNA 4725	ncRNA
MACS_peak_4407	chr20	61720522	61721185	+	66.14	NA	NA	NA	-11791	NR_003244	768096	Hs.549606	NR_003244		HAR1A	HAR1F|LINC00064|NCRNA00064	highly accelerated region 1A	ncRNA
MACS_peak_5583	chr5	58678157	58678844	+	66.14	NA	NA	NA	-25704	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
MACS_peak_7222	chrX	48475967	48476564	+	66.09	NA	NA	NA	20385	NM_001347219	64743	Hs.521973	NM_017883	ENSG00000101940	WDR13	MG21	WD repeat domain 13	protein-coding
MACS_peak_1933	chr14	53394761	53395390	+	66.05	NA	NA	NA	22693	NM_006832	10979	Hs.509343	NM_006832	ENSG00000073712	FERMT2	KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	fermitin family member 2	protein-coding
MACS_peak_7292	chrX	139590221	139590617	+	66.04	NA	NA	NA	-3194	NM_005634	6658	Hs.157429	NM_005634	ENSG00000134595	SOX3	GHDX|MRGH|PHP|PHPX|SOXB	SRY-box transcription factor 3	protein-coding
MACS_peak_5789	chr5	180022576	180022911	+	66.01	NA	NA	NA	-4244	NM_052863	92304	Hs.62492	NM_052863	ENSG00000161055	SCGB3A1	HIN-1|HIN1|LU105|PnSP-2|UGRP2	secretoglobin family 3A member 1	protein-coding
MACS_peak_5192	chr3	193321235	193321831	+	66.00	NA	NA	NA	10536	NM_130836	4976	Hs.594504	NM_015560	ENSG00000198836	OPA1	BERHS|MGM1|MTDPS14|NPG|NTG|largeG	OPA1 mitochondrial dynamin like GTPase	protein-coding
MACS_peak_6736	chr8	117438294	117438903	+	65.96	NA	NA	NA	-101301	NR_046215	100859921	Hs.552281	NR_046215	ENSG00000249917	LINC00536	-	long intergenic non-protein coding RNA 536	ncRNA
MACS_peak_4968	chr3	67675394	67675896	+	65.95	NA	NA	NA	29393	NM_003848	8801	Hs.644919	NM_003848	ENSG00000172340	SUCLG2	G-SCS|GBETA|GTPSCS	succinate-CoA ligase GDP-forming beta subunit	protein-coding
MACS_peak_3734	chr2	61829129	61829520	+	65.92	NA	NA	NA	-63833	NM_003400	7514	Hs.370770	NM_003400	ENSG00000082898	XPO1	CRM-1|CRM1|emb|exp1	exportin 1	protein-coding
MACS_peak_3882	chr2	121080561	121081360	+	65.92	NA	NA	NA	-22752	NM_002193	3625	Hs.1735	NM_002193	ENSG00000163083	INHBB	-	inhibin subunit beta B	protein-coding
MACS_peak_7273	chrX	121497229	121497846	+	65.90	NA	NA	NA	-820559	NM_000828	2892	Hs.377070	NM_000828	ENSG00000125675	GRIA3	GLUR-C|GLUR-K3|GLUR3|GLURC|GluA3|MRX94	glutamate ionotropic receptor AMPA type subunit 3	protein-coding
MACS_peak_1922	chr14	50470332	50471004	+	65.83	NA	NA	NA	2569	NR_126496	283551	Hs.292580	NM_001012706	ENSG00000214900	LINC01588	C14orf182	long intergenic non-protein coding RNA 1588	ncRNA
MACS_peak_4015	chr2	171231822	171232625	+	65.83	NA	NA	NA	-24770	NR_110576	101929753	Hs.534101	NR_110576		MYO3B-AS1	-	MYO3B antisense RNA 1	ncRNA
MACS_peak_558	chr1	217536458	217536906	+	65.83	NA	NA	NA	-225638	NM_001243510	2104	Hs.444225	NM_001438	ENSG00000196482	ESRRG	ERR-gamma|ERR3|ERRg|ERRgamma|NR3B3	estrogen related receptor gamma	protein-coding
MACS_peak_4362	chr20	55494047	55494576	+	65.82	NA	NA	NA	289949	NM_003222	7022	Hs.473152	NM_003222	ENSG00000087510	TFAP2C	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	transcription factor AP-2 gamma	protein-coding
MACS_peak_2750	chr16	84975387	84975891	+	65.78	NA	NA	NA	69502	NM_017740	55625	Hs.461610	NM_017740	ENSG00000153786	ZDHHC7	DHHC7|SERZ-B|SERZ1|ZNF370	zinc finger DHHC-type containing 7	protein-coding
MACS_peak_1167	chr11	63646838	63647439	+	65.75	NA	NA	NA	-8871	NM_017490	2011	Hs.567261	NM_004954	ENSG00000072518	MARK2	EMK-1|EMK1|PAR-1|Par-1b|Par1b	microtubule affinity regulating kinase 2	protein-coding
MACS_peak_1261	chr11	73490193	73491031	+	65.70	NA	NA	NA	-8307	NR_134660	51642	Hs.503239	NM_016055	ENSG00000175581	MRPL48	CGI-118|HSPC290|L48MT|MRP-L48	mitochondrial ribosomal protein L48	protein-coding
MACS_peak_5464	chr4	169752960	169753315	+	65.70	NA	NA	NA	-109	NM_001367569	23022	Hs.151220	NM_016081	ENSG00000129116	PALLD	CGI-151|CGI151|MYN|PNCA1|SIH002	palladin, cytoskeletal associated protein	protein-coding
MACS_peak_3458	chr19	34118343	34118679	+	65.70	NA	NA	NA	5652	NM_001127895	64377	Hs.165724	NM_022467	ENSG00000124302	CHST8	GALNAC4ST1|GalNAc4ST|PSS3	carbohydrate sulfotransferase 8	protein-coding
MACS_peak_538	chr1	208013534	208013901	+	65.70	NA	NA	NA	-17669	NR_135298	100128537	Hs.445414	NR_135298		MIR29B2CHG	C1orf132	MIR29B2 and MIR29C host gene	ncRNA
MACS_peak_4361	chr20	55464984	55465754	+	65.66	NA	NA	NA	261007	NM_003222	7022	Hs.473152	NM_003222	ENSG00000087510	TFAP2C	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	transcription factor AP-2 gamma	protein-coding
MACS_peak_930	chr10	104534113	104534625	+	65.66	NA	NA	NA	-1609	NM_017787	54838	Hs.500897	NM_017787	ENSG00000166272	WBP1L	C10orf26|OPA1L|OPAL1	WW domain binding protein 1 like	protein-coding
MACS_peak_5533	chr5	20456650	20457369	+	65.65	NA	NA	NA	118813	NM_001349562	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
MACS_peak_1992	chr14	68722481	68723141	+	65.65	NA	NA	NA	372693	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
MACS_peak_4079	chr2	211792902	211793492	+	65.63	NA	NA	NA	310902	NR_002763	29034	Hs.658398	NR_002763	ENSG00000280837	CPS1-IT1	CPS1-IT|CPS1IT|CPS1IT1|PRO0132	CPS1 intronic transcript 1	ncRNA
MACS_peak_6805	chr8	141347425	141347931	+	65.62	NA	NA	NA	120165	NM_001160372	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
MACS_peak_733	chr10	35011022	35011622	+	65.60	NA	NA	NA	92902	NM_001184791	56288	Hs.131489	NM_019619	ENSG00000148498	PARD3	ASIP|Baz|PAR3|PAR3alpha|PARD-3|PARD3A|PPP1R118|SE2-5L16|SE2-5LT1|SE2-5T2	par-3 family cell polarity regulator	protein-coding
MACS_peak_2619	chr16	54057253	54057581	+	65.59	NA	NA	NA	-15888	NR_103838	100505692	Hs.664629	NR_103838		FTO-IT1	-	FTO intronic transcript 1	ncRNA
MACS_peak_6833	chr9	2575425	2575938	+	65.57	NA	NA	NA	-46106	NM_001018056	7436	Hs.370422	NM_003383	ENSG00000147852	VLDLR	CAMRQ1|CARMQ1|CHRMQ1|VLDL-R|VLDLRCH	very low density lipoprotein receptor	protein-coding
MACS_peak_2712	chr16	78641248	78642143	+	65.57	NA	NA	NA	508144	NM_001291997	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
MACS_peak_5368	chr4	88600777	88601599	+	65.54	NA	NA	NA	29756	NM_001079911	1758	Hs.652366	NM_004407	ENSG00000152592	DMP1	ARHP|ARHR|DMP-1	dentin matrix acidic phosphoprotein 1	protein-coding
MACS_peak_6791	chr8	133776418	133776989	+	65.49	NA	NA	NA	-3875	NM_001145153	137835	Hs.293842	NM_144649	ENSG00000165071	TMEM71	-	transmembrane protein 71	protein-coding
MACS_peak_4204	chr20	20692870	20693384	+	65.47	NA	NA	NA	160	NM_020343	57186	Hs.472285	NM_020343	ENSG00000188559	RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	Ral GTPase activating protein catalytic alpha subunit 2	protein-coding
MACS_peak_436	chr1	179292119	179292880	+	65.46	NA	NA	NA	29567	NR_045530	6646	Hs.445588	NM_003101	ENSG00000057252	SOAT1	ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT	sterol O-acyltransferase 1	protein-coding
MACS_peak_3259	chr18	55461514	55461916	+	65.45	NA	NA	NA	8832	NM_005603	5205	Hs.216623	NM_005603	ENSG00000081923	ATP8B1	ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1	ATPase phospholipid transporting 8B1	protein-coding
MACS_peak_4660	chr22	30440153	30440555	+	65.45	NA	NA	NA	35892	NR_110541	101929664	Hs.592197	NR_110541		HORMAD2-AS1	MTMR3-AS1	HORMAD2 and MTMR3 antisense RNA 1	ncRNA
MACS_peak_655	chr10	12647539	12648128	+	65.38	NA	NA	NA	27081	NR_039700	100616151		NR_039700	ENSG00000263584	MIR4480	-	microRNA 4480	ncRNA
MACS_peak_3221	chr18	43145573	43146082	+	65.37	NA	NA	NA	-49614	NM_007163	8170	Hs.710927	NM_007163	ENSG00000132874	SLC14A2	HUT2|UT-A2|UT2|UTA|UTR|hUT-A6	solute carrier family 14 member 2	protein-coding
MACS_peak_152	chr1	31731352	31732100	+	65.36	NA	NA	NA	-18992	NM_024522	79570	Hs.470259	NM_024522	ENSG00000084628	NKAIN1	FAM77C	sodium/potassium transporting ATPase interacting 1	protein-coding
MACS_peak_3907	chr2	129060647	129061112	+	65.35	NA	NA	NA	15563	NM_004807	9394	Hs.512841	NM_004807	ENSG00000136720	HS6ST1	HH15|HS6ST	heparan sulfate 6-O-sulfotransferase 1	protein-coding
MACS_peak_5992	chr6	71767237	71767811	+	65.33	NA	NA	NA	-100761	NM_080742	135152	Hs.713609	NM_080742	ENSG00000112309	B3GAT2	GLCATS	beta-1,3-glucuronyltransferase 2	protein-coding
MACS_peak_1513	chr12	53360012	53360480	+	65.33	NA	NA	NA	-16602	NM_001256293	3856	Hs.533782	NM_002273	ENSG00000170421	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	keratin 8	protein-coding
MACS_peak_6809	chr8	142329014	142329751	+	65.32	NA	NA	NA	-21266	NR_024441	731779	Hs.586414	NR_024441	ENSG00000253595	LINC01300	-	long intergenic non-protein coding RNA 1300	ncRNA
MACS_peak_1996	chr14	68975238	68975906	+	65.31	NA	NA	NA	119932	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
MACS_peak_1469	chr12	42518146	42518702	+	65.29	NA	NA	NA	20252	NM_001099650	283464	Hs.259347	NM_173601	ENSG00000151233	GXYLT1	GLT8D3	glucoside xylosyltransferase 1	protein-coding
MACS_peak_4709	chr22	38145855	38146496	+	65.29	NA	NA	NA	3934	NM_007032	11078	Hs.533030	NM_007032	ENSG00000100106	TRIOBP	DFNB28|HRIHFB2122|TAP68|TARA|dJ37E16.4	TRIO and F-actin binding protein	protein-coding
MACS_peak_1152	chr11	60138341	60139043	+	65.27	NA	NA	NA	-7266	NM_206938	58475	Hs.530735	NM_021201	ENSG00000166927	MS4A7	4SPAN2|CD20L4|CFFM4|MS4A8	membrane spanning 4-domains A7	protein-coding
MACS_peak_1882	chr14	24133715	24134119	+	65.26	NA	NA	NA	28344	NM_005794	10202	Hs.272499	NM_005794	ENSG00000100867	DHRS2	HEP27|SDR25C1	dehydrogenase/reductase 2	protein-coding
MACS_peak_3193	chr18	19560638	19561042	+	65.26	NA	NA	NA	-149473	NR_110369	102723167	Hs.658808	NR_110369	ENSG00000265142	MIR133A1HG	MIR1-2HG	MIR133A1 host gene	ncRNA
MACS_peak_2903	chr17	37028944	37029375	+	65.25	NA	NA	NA	2848	NM_006148	3927	Hs.741156	NM_006148	ENSG00000002834	LASP1	Lasp-1|MLN50	LIM and SH3 protein 1	protein-coding
MACS_peak_6620	chr8	41225006	41225632	+	65.24	NA	NA	NA	-58327	NM_003012	6422	Hs.213424	NM_003012	ENSG00000104332	SFRP1	FRP|FRP-1|FRP1|FrzA|SARP2	secreted frizzled related protein 1	protein-coding
MACS_peak_5125	chr3	161526150	161526654	+	65.23	NA	NA	NA	311806	NM_001080440	131149	Hs.585021	NM_001080440	ENSG00000182447	OTOL1	C1QTNF15|C1QTNF16	otolin 1	protein-coding
MACS_peak_2505	chr16	3229374	3229772	+	65.23	NA	NA	NA	-8631	NM_001370641	4992	Hs.664502	NM_012360	ENSG00000168124	OR1F1	OLFMF|OR16-36|OR16-37|OR16-88|OR16-89|OR16-90|OR1F10|OR1F13P|OR1F4|OR1F5|OR1F6|OR1F7|OR1F8|OR1F9|OR3-145|ORL1023	olfactory receptor family 1 subfamily F member 1	protein-coding
MACS_peak_1585	chr12	98381413	98382070	+	65.19	NA	NA	NA	7485	NR_036189	100422924		NR_036189	ENSG00000263890	MIR4303	-	microRNA 4303	ncRNA
MACS_peak_5936	chr6	37606433	37606950	+	65.19	NA	NA	NA	58968	NM_153487	266727	Hs.437993	NM_153487	ENSG00000112139	MDGA1	GPIM|MAMDC3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding
MACS_peak_5193	chr3	193429670	193430417	+	65.18	NA	NA	NA	-84922	NR_046634	100873941	Hs.679364	NR_046634	ENSG00000224855	OPA1-AS1	-	OPA1 antisense RNA 1	ncRNA
MACS_peak_3105	chr17	76407675	76408080	+	65.16	NA	NA	NA	33147	NM_024419	9489	Hs.654671	NM_024419	ENSG00000087157	PGS1	-	phosphatidylglycerophosphate synthase 1	protein-coding
MACS_peak_6681	chr8	95730915	95731385	+	65.15	NA	NA	NA	-978	NM_181787	286148	Hs.567828	NM_181787	ENSG00000156162	DPY19L4	-	dpy-19 like 4	protein-coding
MACS_peak_3557	chr19	50697292	50697677	+	65.15	NA	NA	NA	-9395	NM_001145809	79784	Hs.467142	NM_024729	ENSG00000105357	MYH14	DFNA4|DFNA4A|FP17425|MHC16|MYH17|NMHC II-C|NMHC-II-C|PNMHH|myosin	myosin heavy chain 14	protein-coding
MACS_peak_4310	chr20	47273653	47274455	+	65.13	NA	NA	NA	170482	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
